시도,군구,신주소,구주소,이름,용량
충청북도,청주시 청원구, 충청북도 청주시 청원구 내수읍 청암로 80 (청주동부소방서), 충청북도 청주시 청원구 내수읍 155번지 7호,내수119안전센터(정부지원),250t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 율천북로 7 (사천동), 충청북도 청주시 청원구 사천동 671번지,복천빌딩(민간시설),280t(톤)
충청북도,청주시 청원구, , 충청북도 청주시 청원구 오창읍 양청리 811번지,오창읍 진통공원(정부지원),120t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 충청대로62번길 1-18 (내덕동), 충청북도 청주시 청원구 내덕동 산 61번지 7호,내덕2동 내덕생활체육공원 내 민방위비상급수시설(정부지원),130t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 오창읍 오창중앙로 47-8, 충청북도 청주시 청원구 오창읍 646번지 2호,각리초등학교(공공시설),94t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 오창읍 중부고속도로 21 (오창휴게소통영기점), 충청북도 청주시 청원구 오창읍 395번지 15호,오창휴게소(하)(공공시설),250t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 오창읍 꽃화산길 51-20 (그랜드컨트리클럽), 충청북도 청주시 청원구 오창읍 화산리(花山) 산 38번지 1호,(주)청주개발(공공시설),100t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 오창읍 꽃화산길 14, 충청북도 청주시 청원구 오창읍 40번지 1호,(주)청주개발(공공시설),120t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 주성로 173-19 (주중동), 충청북도 청주시 청원구 주중동 589번지 5호,성모병원(민간시설),200t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 내수읍 덕암길 10 (충북보건과학대학교), 충청북도 청주시 청원구 내수읍 4번지,충북보건과학대학교 학생관(공공시설),150t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 내수읍 덕암길 10, 충청북도 청주시 청원구 내수읍 4번지,충북보건과학대학교 운동장(공공시설),100t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 내수읍 덕암길 10 (충북보건과학대학교), 충청북도 청주시 청원구 내수읍 풍정리 48번지 11호,충북보건과학대학교 미래교육관(공공시설),200t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 사뜸로35번길 11 (율량동), 충청북도 청주시 청원구 율량동 1468번지,아쿠아랜드(공공시설),100t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 사뜸로35번길 11 (율량동), 충청북도 청주시 청원구 율량동 1468번지,아쿠아랜드(민간시설),145t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 내수읍 우산길 91, 충청북도 청주시 청원구 내수읍 192번지 5호,초정노인병원(민간시설),410t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 사천로18번길 34 (사천동), 충청북도 청주시 청원구 사천동 79번지 14호,충북자동차학원(민간시설),30t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 사천로 90-4 (사천동  성산교회), 충청북도 청주시 청원구 사천동 148번지 4호,청주성산교회(민간시설),30t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 충청대로272번길 206  영통사 (주성동), 충청북도 청주시 청원구 주성동 70번지 1호 범천사,범천사(민간시설),30t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 율봉로 31 (사천동), 충청북도 청주시 청원구 사천동 437번지,사천동아아파트(공공시설),100t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 내수읍 덕암길 10, 충청북도 청주시 청원구 내수읍 4번지,충북보건과학대학교 정문(공공시설),120t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 공항로59번길 33 (내덕동  충청북도학생수영장), 충청북도 청주시 청원구 내덕동 322번지,충청북도 학생수영장(공공시설),214t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 주중로 13-19  북일초등학교 (주중동), 충청북도 청주시 청원구 주중동 428 북일초등학교,북일초등학교(공공시설),90t(톤)
충청북도,청주시 청원구, 충청북도 청주시 청원구 대성로 298  청주대학교 (내덕동), 충청북도 청주시 청원구 내덕동 36 청주대학교,청주대학교 국제학사(공공시설),235t(톤)
충청남도,공주시, 충청남도 공주시 유구읍 유구마곡사로 61-1 (구산초등학교), 충청남도 공주시 유구읍 440번지 3호,구산초등학교(공공시설),150t(톤)
충청남도,공주시, 충청남도 공주시 봉황로 1 (봉황동), 충청남도 공주시 봉황동 319번지,공주시청(정부지원),318t(톤)
충청남도,공주시, 충청남도 공주시 왕릉로 111 (금성동), 충청남도 공주시 금성동 85번지,공주중학교(정부지원),345t(톤)
충청남도,공주시, 충청남도 공주시 금학동길 40 (금학동  대일아파트), 충청남도 공주시 금학동 244번지 1호,대일아파트(민간시설),100t(톤)
충청남도,공주시, 충청남도 공주시 백제문화로 2151 (웅진동), 충청남도 공주시 웅진동 242번지 2호,청실아파트(민간시설),200t(톤)
충청남도,공주시, 충청남도 공주시 신금1길 30-12 (신관동  공주신관주공아파트3단지), 충청남도 공주시 신관동 286번지,신관주공3단지아파트(민간시설),350t(톤)
충청남도,공주시, 충청남도 공주시 관골1길 24-5 (신관동  신관동주민센터), 충청남도 공주시 신관동 585번지 4호,신관동사무소(정부지원),200t(톤)
충청남도,공주시, 충청남도 공주시 우금티로 753 (옥룡동), 충청남도 공주시 옥룡동 201번지,공주대 옥룡캠퍼스(정부지원),184t(톤)
충청남도,공주시, 충청남도 공주시 마근동길 29 (금흥동  공주정보고등학교), 충청남도 공주시 금흥동 1번지 1호,공주정보고등학교(공공시설),100t(톤)
충청남도,공주시, 충청남도 공주시 유구읍 중앙1길 87-1 (유구읍사무소), 충청남도 공주시 유구읍 268번지 1호,유구읍사무소(정부지원),220t(톤)
충청남도,공주시, 충청남도 공주시 공주대학로 23-19 (신관동), 충청남도 공주시 신관동 610번지 8호,현대1차아파트 옆 어린이공원(정부지원),171t(톤)
충청남도,공주시, 충청남도 공주시 번영2로 54-15 (신관동), 충청남도 공주시 신관동 639번지 2호,KB국민은행 공주신관점 뒤 어린이공원(정부지원),150t(톤)
충청남도,공주시, 충청남도 공주시 백제문화로 2148-15 (웅진동), 충청남도 공주시 웅진동 242번지 12호,공주경찰서(공공시설),100t(톤)
충청남도,보령시, 충청남도 보령시 보령남로 39 (명천동), 충청남도 보령시 명천동 431번지,명천급수대(정부지원),250t(톤)
충청남도,보령시, 충청남도 보령시 중앙로 142-16 (대천동), 충청남도 보령시 대천동 408번지 7호,대관 급수탑(정부지원),250t(톤)
충청남도,보령시, , 충청남도 보령시 웅천읍 두룡리 산 7번지 2호,두룡급수대(정부지원),276t(톤)
충청남도,보령시, 충청남도 보령시 남포면 보령남로 343 (대천종합경기장), 충청남도 보령시 남포면 636번지 1호,창동급수대(정부지원),200t(톤)
충청남도,보령시, 충청남도 보령시 대천로 140 (죽정동  해병대보령전우회), 충청남도 보령시 죽정동 432번지 13호,죽정급수대(정부지원),200t(톤)
충청남도,보령시, , 충청남도 보령시 신흑동 911번지 55호,어항급수대(정부지원),150t(톤)
충청남도,보령시, , 충청남도 보령시 성주면 성주리 산 37번지 2호,성주급수대(정부지원),170t(톤)
충청남도,보령시, , 충청남도 보령시 명천동 1021번지,한내급수대(자치단체),165t(톤)
충청남도,보령시, , 충청남도 보령시 청소면 성연리 88번지 2호,성연급수대(자치단체),95t(톤)
충청남도,보령시, 충청남도 보령시 오천면 원산도3길 108 (보건소), 충청남도 보령시 오천면 746번지 8호,원산도급수대(자치단체),120t(톤)
충청남도,아산시, 충청남도 아산시 문화로 293 (모종동  아산소방서), 충청남도 아산시 모종동 361번지 59호,아산소방서 민방위 비상급수시설(정부지원),500t(톤)
충청남도,아산시, 충청남도 아산시 염치읍 염치로 49 (염티초등학교), 충청남도 아산시 염치읍 173번지,염티초등학교 민방위 비상급수시설(정부지원),250t(톤)
충청남도,아산시, 충청남도 아산시 배방읍 배방로 38, 충청남도 아산시 배방읍 151번지 15호,배방읍 민방위 비상급수시설(자치단체),250t(톤)
충청남도,아산시, 충청남도 아산시 번영로 113-24 (온천동), 충청남도 아산시 온천동 1859번지,시민공원 민방위 비상급수시설(정부지원),150t(톤)
충청남도,아산시, 충청남도 아산시 도고면 도고면로 91, 충청남도 아산시 도고면 64번지 3호,도고면 민방위 비상급수시설(정부지원),150t(톤)
충청남도,아산시, 충청남도 아산시 순천향로 534 (신인동), 충청남도 아산시 신인동 387번지 2호,정산생명공학(주)민방위 비상급수시설(민간시설),600t(톤)
충청남도,아산시, 충청남도 아산시 시민로 286 (용화동), 충청남도 아산시 용화동 677번지,온양5동 민방위 비상급수시설(정부지원),150t(톤)
충청남도,아산시, 충청남도 아산시 배방읍 배방산길 42 (크라운제과), 충청남도 아산시 배방읍 1070번지,크라운스낵(주) 민방위 비상급수시설(민간시설),300t(톤)
충청남도,아산시, 충청남도 아산시 탕정면 탕정면로 105 (탕정초교), 충청남도 아산시 탕정면 529번지,탕정초등학교 민방위 비상급수시설(공공시설),80t(톤)
충청남도,아산시, , 충청남도 아산시 탕정면 명암리 952번지 2호,탕정면 민방위 비상급수시설(정부지원),160t(톤)
충청남도,아산시, 충청남도 아산시 탕정면 선문로221번길 70 (선문대학교), 충청남도 아산시 탕정면 100번지,선문대학교 민방위 비상급수시설(민간시설),250t(톤)
충청남도,아산시, 충청남도 아산시 신창면 순천향로 22 (순천향대학교), 충청남도 아산시 신창면 646번지,순천향대학교 민방위 비상급수시설 1호정(민간시설),500t(톤)
충청남도,아산시, 충청남도 아산시 신창면 순천향로 22 (순천향대학교), 충청남도 아산시 신창면 646번지,순천향대학교 민방위 비상급수시설 2호정(민간시설),450t(톤)
충청남도,아산시, 충청남도 아산시 신창면 순천향로 22 (순천향대학교), 충청남도 아산시 신창면 646번지,순천향대학교 민방위 비상급수시설 3호정(민간시설),160t(톤)
충청남도,아산시, 충청남도 아산시 배방읍 호서로79번길 20 (호서대학교), 충청남도 아산시 배방읍 165번지,호서대학교 민방위 비상급수시설 2호정(생활관 A동 옆)(민간시설),500t(톤)
충청남도,아산시, 충청남도 아산시 배방읍 호서로79번길 20 (호서대학교), 충청남도 아산시 배방읍 165번지,호서대학교 민방위 비상급수시설 1호정(산학2호관 앞)(민간시설),1000t(톤)
충청남도,서산시, 충청남도 서산시 양유정3로 9 (읍내동  부춘초등학교), 충청남도 서산시 읍내동 130번지,부춘초등학교비상급수(정부지원),250t(톤)
충청남도,서산시, 충청남도 서산시 덕지천로 90 (덕지천동), 충청남도 서산시 덕지천동 57번지 1호,서산중학교(정부지원),700t(톤)
충청남도,서산시, 충청남도 서산시 벌말1길 23 (동문동  서산중앙고등학교), 충청남도 서산시 동문동 173번지 2호,서산중앙고등학교(공공시설),150t(톤)
충청남도,서산시, 충청남도 서산시 율지8로 41-5 (동문동  극동한신아파트), 충청남도 서산시 동문동 133번지 7호,극동한신아파트(공공시설),200t(톤)
충청남도,서산시, 충청남도 서산시 한마음13로 36 (석림동), 충청남도 서산시 석림동 634번지 9호,한마음목욕탕(민간시설),200t(톤)
충청남도,서산시, 충청남도 서산시 대산읍 명지3로 25 (명지초등학교), 충청남도 서산시 대산읍 278번지,명지초등학교 급수시설(정부지원),230t(톤)
충청남도,서산시, 충청남도 서산시 정주골6길 11 (석림동  서산여중학교), 충청남도 서산시 석림동 420번지,서산여자중학교(정부지원),270t(톤)
충청남도,서산시, 충청남도 서산시 호수공원14로 6 (예천동  서산시종합사회복지관), 충청남도 서산시 예천동 496번지 19호,종합사회복지관(정부지원),250t(톤)
충청남도,논산시, 충청남도 논산시 체육로 110 (관촉동  육산보조경기장 종합운동장 화장실), 충청남도 논산시 관촉동 19번지 1호,시민운동장(정부지원),200t(톤)
충청남도,논산시, 충청남도 논산시 연무읍 안심로 50 (연무읍사무소), 충청남도 논산시 연무읍 700번지 1호,연무읍행정복지센터(연무읍사무소)(정부지원),345t(톤)
충청남도,논산시, 충청남도 논산시 강경읍 계백로 220 (강경상업정보고등학교), 충청남도 논산시 강경읍 1번지,강경상업고등학교(공공시설),20t(톤)
충청남도,논산시, 충청남도 논산시 연무읍 신화길 35-14 (논산축협연무도축장 명문식품 성효식품), 충청남도 논산시 연무읍 698번지 3호,논산계룡축협식육유통센터(공공시설),500t(톤)
충청남도,논산시, 충청남도 논산시 시민로 197-0 (강산동  논산여상), 충청남도 논산시 강산동 53번지,논산여자상업고등학교(공공시설),90t(톤)
충청남도,논산시, 충청남도 논산시 연무읍 연무로 268-9 (연무대기계공고), 충청남도 논산시 연무읍 505번지,연무대기계공업고등학교(공공시설),200t(톤)
충청남도,논산시, 충청남도 논산시 강경읍 계백로 188 (강경고등학교), 충청남도 논산시 강경읍 48번지,강경고등학교(공공시설),120t(톤)
충청남도,논산시, 충청남도 논산시 논산대로351번길 7 (취암동  취암동찜질방), 충청남도 논산시 취암동 134번지 2호,논산25시불가마사우나(공공시설),274t(톤)
충청남도,금산군, 충청남도 금산군 금산읍 방아동길 45, 충청남도 금산군 금산읍 393번지 3호,보훈회관 민방위비상급수시설(정부지원),167t(톤)
충청남도,금산군, 충청남도 금산군 금산읍 비호로 69, 충청남도 금산군 금산읍 38번지 2호,금산읍사무소 민방위비상급수시설(정부지원),293t(톤)
충청남도,금산군, 충청남도 금산군 금산읍 비호산로 5, 충청남도 금산군 금산읍 274번지,주공아파트 1단지 민방위비상급수시설(정부지원),219t(톤)
충청남도,금산군, 충청남도 금산군 추부면 하마전로 23, 충청남도 금산군 추부면 412번지,추부초등학교 민방위비상급수시설(정부지원),190t(톤)
충청남도,금산군, 충청남도 금산군 진산면 대둔산로 450, 충청남도 금산군 진산면 123번지 4호,진산면 읍내리 민방위비상급수시설(정부지원),120t(톤)
충청남도,금산군, 충청남도 금산군 금산읍 비단로 338, 충청남도 금산군 금산읍 312번지,주공아파트 2단지 민방위비상급수시설(자치단체),158t(톤)
충청남도,부여군, 충청남도 부여군 부여읍 금성로 20(동남아파트), 충청남도 부여군 부여읍 동남리 41 동남아파트,동남아파트 내 비상급수시설(정부지원),130t(톤)
충청남도,부여군, 충청남도 부여군 부여읍 계백로 321 (백제초등학교), 충청남도 부여군 부여읍 421번지,백제초등학교(정부지원),120t(톤)
충청남도,부여군, 충청남도 부여군 부여읍 흑천로12번길 27-1, 충청남도 부여군 부여읍 123번지 1호,남영공원(정부지원),100t(톤)
충청남도,부여군, 충청남도 부여군 부여읍 부소로 105-10 (부여초등학교), 충청남도 부여군 부여읍 477번지,부여초등학교(정부지원),130t(톤)
충청남도,부여군, 충청남도 부여군 홍산면 북토로 89 (홍산119안전센터), 충청남도 부여군 홍산면 229번지 2호,홍산119안전센터(정부지원),100t(톤)
충청남도,부여군, 충청남도 부여군 부여읍 월함로 34 (부여여자중학교), 충청남도 부여군 부여읍 209번지,부여여자중학교(공공시설),216t(톤)
충청남도,서천군, 충청남도 서천군 서천읍 서천로232번길 79, 충청남도 서천군 서천읍 10번지 2호,서천읍민방위비상급수시설(정부지원),250t(톤)
충청남도,서천군, , 충청남도 서천군 장항읍 원수리 산 104번지 1호,장항읍 원수리 민방위비상급수시설(정부지원),256t(톤)
충청남도,서천군, 충청남도 서천군 장항읍 신화송로130번길 75, 충청남도 서천군 장항읍 648번지 7호,장항읍 송림리 민방위비상급수시설(정부지원),220t(톤)
충청남도,서천군, 충청남도 서천군 마서면 계동길46번길 39, 충청남도 서천군 마서면 계동리 206-1,마서면민방위비상급수시설(정부지원),250t(톤)
충청남도,청양군, 충청남도 청양군 청양읍 칠갑산로2길 7, 충청남도 청양군 청양읍 187번지 12호,시장내(정부지원),150t(톤)
충청남도,청양군, 충청남도 청양군 청양읍 칠갑산로 221 (청양군문화체육센타), 충청남도 청양군 청양읍 191번지 5호,문화체육센터(정부지원),230t(톤)
충청남도,청양군, 충청남도 청양군 청양읍 충절로 1204  체육관, 충청남도 청양군 청양읍 송방리 371 체육관,청양군민체육관(공공시설),150t(톤)
충청남도,홍성군, 충청남도 홍성군 홍성읍 조양로 43 (홍성초등학교), 충청남도 홍성군 홍성읍 638번지,홍성초등학교 비상급수시설(정부지원),200t(톤)
충청남도,홍성군, 충청남도 홍성군 광천읍 홍남로744번길 14, 충청남도 홍성군 광천읍 41번지,광천청소년문화의집 비상급수시설(정부지원),300t(톤)
충청남도,홍성군, 충청남도 홍성군 홍북면 도청대로 29-21, 충청남도 홍성군 홍북면 30번지 1호,홍성여자중학교 비상급수시설(정부지원),300t(톤)
충청남도,홍성군, 충청남도 홍성군 홍성읍 충절로 994 (홍성중학교), 충청남도 홍성군 홍성읍 560번지,홍성중학교 비상급수시설(정부지원),150t(톤)
충청남도,홍성군, 충청남도 홍성군 광천읍 오서길351번길 8-10, 충청남도 홍성군 광천읍 714번지,오서산 상담주차장 비상급수시설(공공시설),200t(톤)
충청남도,홍성군, 충청남도 홍성군 홍성읍 문화로 78 (홍주중.고등학교), 충청남도 홍성군 홍성읍 516번지,홍주고등학교 비상급수시설(정부지원),150t(톤)
충청남도,홍성군, , 충청남도 홍성군 홍북읍 신경리 1717번지,내포배수지1 비상급수시설(공공시설),100t(톤)
충청남도,홍성군, , 충청남도 홍성군 홍북읍 신경리 1717번지,내포배수지2 비상급수시설(공공시설),100t(톤)
충청남도,홍성군, 충청남도 홍성군 홍북읍 홍예공원로 38, 충청남도 홍성군 홍북읍 신경리 886번지,홍예공원 비상급수시설(공공시설),100t(톤)
충청남도,홍성군, , 충청남도 홍성군 광천읍 담산리 829,상담마을 비상급수시설(공공시설),100t(톤)
충청남도,홍성군, 충청남도 홍성군 홍성읍 월산로50번길 40, 충청남도 홍성군 홍성읍 월산리 849,월산근린공원 비상급수시설(공공시설),100t(톤)
충청남도,홍성군, 충청남도 홍성군 홍성읍 충서로1322번길 40, 충청남도 홍성군 홍성읍 옥암리 1073,옥암어린이공원(공공시설),100t(톤)
충청남도,예산군, 충청남도 예산군 예산읍 천변로90번길 3 (예산문화원), 충청남도 예산군 예산읍 247번지 11호,대회리약수터(자치단체),200t(톤)
충청남도,예산군, , 충청남도 예산군 예산읍 향천리 산 15번지 3호,옻샘약수터(공공시설),200t(톤)
충청남도,예산군, , 충청남도 예산군 예산읍 주교리 156번지 11호,오소리약수터(자치단체),300t(톤)
충청남도,예산군, 충청남도 예산군 예산읍 예산로 354 (예산군종합운동장), 충청남도 예산군 예산읍 257번지,민방위비상급수시설(예산군종합운동장)(정부지원),200t(톤)
충청남도,예산군, 충청남도 예산군 예산읍 아리랑로 185-14 (예산군문예회관), 충청남도 예산군 예산읍 60번지 20호,금오산약수터(자치단체),300t(톤)
충청남도,예산군, 충청남도 예산군 예산읍 아리랑로144번길 19 (능금마을신성아파트), 충청남도 예산군 예산읍 12번지,민방위비상급수시설(신성아파트)(정부지원),100t(톤)
충청남도,예산군, 충청남도 예산군 삽교읍 삽교로4길 21, 충청남도 예산군 삽교읍 607번지 3호,민방위비상급수시설(삽교)(정부지원),200t(톤)
충청남도,태안군, 충청남도 태안군 태안읍 중앙로 321  화동초등학교, 충청남도 태안군 태안읍 평천리 679-8 화동초등학교,화동초등학교 급수시설(정부지원),250t(톤)
충청남도,태안군, 충청남도 태안군 안면읍 조운막터길 43  안면중학교, 충청남도 태안군 안면읍 승언리 60-1 안면중학교,안면중학교급수시설(정부지원),200t(톤)
충청남도,태안군, 충청남도 태안군 태안읍 순환길 130  송암초등학교, 충청남도 태안군 태안읍 송암리 765-1 송암초등학교,송암초등학교 급수시설(정부지원),150t(톤)
충청남도,태안군, 충청남도 태안군 태안읍 군청로 1  태안군청, 충청남도 태안군 태안읍 남문리 90 태안군청,태안군청 비상급수시설(정부지원),110t(톤)
충청남도,태안군, 충청남도 태안군 안면읍 대야로 315-40, 충청남도 태안군 안면읍 46번지 3호,중장리비상급수시설(자치단체),100t(톤)
충청남도,태안군, , 충청남도 태안군 태안읍 1514번지,새빛마을비상급수시설(자치단체),90t(톤)
충청남도,태안군, , 충청남도 태안군 태안읍 상옥리 1081번지,상옥리비상급수시설(자치단체),95t(톤)
충청남도,계룡시, 충청남도 태안군 태안읍 중앙로 321  화동초등학교, 충청남도 태안군 태안읍 평천리 679-8 화동초등학교,화동초등학교 급수시설(정부지원),250t(톤)
충청남도,계룡시, 충청남도 태안군 안면읍 조운막터길 43  안면중학교, 충청남도 태안군 안면읍 승언리 60-1 안면중학교,안면중학교급수시설(정부지원),200t(톤)
충청남도,계룡시, 충청남도 태안군 태안읍 순환길 130  송암초등학교, 충청남도 태안군 태안읍 송암리 765-1 송암초등학교,송암초등학교 급수시설(정부지원),150t(톤)
충청남도,계룡시, 충청남도 태안군 태안읍 군청로 1  태안군청, 충청남도 태안군 태안읍 남문리 90 태안군청,태안군청 비상급수시설(정부지원),110t(톤)
충청남도,계룡시, 충청남도 태안군 안면읍 대야로 315-40, 충청남도 태안군 안면읍 46번지 3호,중장리비상급수시설(자치단체),100t(톤)
충청남도,계룡시, , 충청남도 태안군 태안읍 1514번지,새빛마을비상급수시설(자치단체),90t(톤)
충청남도,계룡시, , 충청남도 태안군 태안읍 상옥리 1081번지,상옥리비상급수시설(자치단체),95t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 용수골길 23 (용곡동  현대사료(주)), 충청남도 천안시 동남구 용곡동 141번지 3호,현대사료(민간시설),230t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 충절로 138 (원성동  교보생명), 충청남도 천안시 동남구 원성동 129번지 2호,교보생명(민간시설),90t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 쉼1길 42 (삼룡동), 충청남도 천안시 동남구 삼룡동 155번지 1호,삼거리휴게소(민간시설),550t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 버들로 71 (원성동  천안제일고등학교), 충청남도 천안시 동남구 원성동 260번지,천안제일고등학교(정부지원),205t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 충절로 535-31 (삼룡동  고려신학대학원천안캠퍼스), 충청남도 천안시 동남구 삼룡동 40번지 1호,고려신학대학원천안캠퍼스(민간시설),100t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 차돌로 98 (다가동), 충청남도 천안시 동남구 다가동 355-1,(주)진선테크(민간시설),230t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 삼룡3길 30 (삼룡동  천안여자고등학교), 충청남도 천안시 동남구 삼룡동 102번지 1호,천안여자고등학교(공공시설),200t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 목천읍 서리1길 41-7 (목천읍사무소), 충청남도 천안시 동남구 목천읍 93번지 1호,목천읍행정복지센터(정부지원),100t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 목천읍 성남로 103 ((주)대산제과), 충청남도 천안시 동남구 목천읍 62번지,(주)대신제과(민간시설),200t(톤)
충청남도,천안시 동남구, , 충청남도 천안시 동남구 다가동 460번지 8호,일봉산(일봉공원)(공공시설),200t(톤)
충청남도,천안시 동남구, , 충청남도 천안시 동남구 유량동 산 21번지 1호,태조산(태조근린공원)(공공시설),200t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 목천읍 삼성4길 56 (LS산전), 충청남도 천안시 동남구 목천읍 181번지,LS산전(민간시설),580t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 다가말2길 34-5 (다가동  다가신성1차아파트), 충청남도 천안시 동남구 다가동 440번지 10호,다가신성1차아파트(민간시설),100t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 목천읍 학수소사길 219-27 (연합정밀기술연구소), 충청남도 천안시 동남구 목천읍 242번지 1호,연합정밀기술연구소(민간시설),250t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 목천읍 덕전1길 223 ((주)하이트맥주), 충청남도 천안시 동남구 목천읍 637번지 1호,(주)하이트맥주(민간시설),308t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 목천읍 삼방로 346 (새마을금고연수원), 충청남도 천안시 동남구 목천읍 14번지 13호,새마을금고연수원(민간시설),500t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 천안대로 277 (삼룡동  선문대학교천안캠퍼스), 충청남도 천안시 동남구 삼룡동 381번지 7호,선문대학교천안캠퍼스(민간시설),500t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 풍세로 575-0 (신방동  국광레미콘), 충청남도 천안시 동남구 신방동 249번지 24호,국광레미콘(민간시설),200t(톤)
충청남도,천안시 동남구, 충청남도 천안시 동남구 목천읍 목천안터1길 15  농업기술센터, 충청남도 천안시 동남구 목천읍 신계리 280-1 농업기술센터,농업기술센터(공공시설),117t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 양지7길 19 (성정동  상가), 충청남도 천안시 서북구 성정동 236번지 4호,서부119안전센터(정부지원),207t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 미라2길 26-2 (쌍용동), 충청남도 천안시 서북구 쌍용동 1188번지,광명아파트앞 사랑공원(정부지원),200t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 성환읍 성환시장길 9 (성환읍노인건강쉼터), 충청남도 천안시 서북구 성환읍 449번지 554호,성환시장(정부지원),432t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 성거읍 천흥3길 3 (천안중앙도서관성거분관), 충청남도 천안시 서북구 성거읍 432번지 3호,중앙도서관(성거분관)(정부지원),300t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 선영8길 7 (성정동), 충청남도 천안시 서북구 성정동 135번지 4호,성정1동 작은도서관 앞(정부지원),293t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 직산읍 천안대로 1718 (부영아파트 관리사무소), 충청남도 천안시 서북구 직산읍 16번지 1호,부영아파트(민간시설),150t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 성정중4길 29  6층 (성정동  천안시여성회관), 충청남도 천안시 서북구 성정동 1179번지,시민문화여성회관(정부지원),100t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 쌍용11길 58 (쌍용동), 충청남도 천안시 서북구 쌍용동 1289번지,주공7단지아파트 공원(정부지원),250t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 쌍용16길 31 (쌍용동), 충청남도 천안시 서북구 쌍용동 656번지,일성아파트내 공원(정부지원),110t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 성거읍 봉주로 75 (서북구청), 충청남도 천안시 서북구 성거읍 343번지 1호,서북구청(정부지원),120t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 성환읍 연암로 313 (천안연암대학교), 충청남도 천안시 서북구 성환읍 72번지 3호,천안연암대학교(민간시설),200t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 번영로 467 (성성동  삼성SDI(주)), 충청남도 천안시 서북구 성성동 508번지,삼성SDI(주)(민간시설),560t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 직산읍 부송1길 54 (단지 내 (주)동승 맞은편), 충청남도 천안시 서북구 직산읍 72번지 17호,부송농공단지(민간시설),200t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 성환읍 신방1길 114 (농촌진흥청축산연구소), 충청남도 천안시 서북구 성환읍 3번지 1호,농촌진흥청축산연구소(공공시설),500t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 직산읍 봉주로 293 (SR테크노팩 입구 좌측), 충청남도 천안시 서북구 직산읍 42번지 4호,SR테크노팩(민간시설),300t(톤)
충청남도,천안시 서북구, 충청남도 천안시 서북구 성거읍 석문길 95 (넥스콘테크놀러지(주)), 충청남도 천안시 서북구 성거읍 303번지 1호,(주)넥스콘테크놀러지(민간시설),150t(톤)
